X,Y,ObjectId,AQSID,CountryCode,DataSource,EPARegion,Elevation,GMTOffset,Latitude,LocalTimeString,Longitude,OZONE,OZONEPM_AQI,OZONEPM_AQI_LABEL,OZONEPM_AQI_SORT,OZONE_AQI,OZONE_AQI_LABEL,OZONE_AQI_SORT,OZONE_Measured,OZONE_Unit,PM10,PM10_AQI,PM10_AQI_LABEL,PM10_AQI_SORT,PM10_Measured,PM10_Unit,PM25,PM25_AQI,PM25_AQI_LABEL,PM25_AQI_SORT,PM25_Measured,PM25_Unit,PM_AQI,PM_AQI_LABEL,PM_AQI_SORT,ReportingArea_PipeDelimited,SiteName,StateName,Status
-11873681.9784,6824771.5887,10318895,000080211,CA,Saskatchewan Environment,CA,0,-6,52.1361,Tue 11/10/2020 05:00 PM CST,-106.6631,22,44,44,44,19,19,19,1,PPB,,,ND,-999,0,,12,44,44,44,1,UG/M3,44,44,44,,Saskatoon,CC,Active
-13583727.4682,4570755.6795,10318896,060130008,US,San Francisco Bay Area AQMD,R9,25.9,-8,37.9386,Tue 11/10/2020 03:00 PM PST,-122.0247,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Livermore|Concord|Fairfield,Concord,CA,Inactive
-8238209.6028,4969895.4936,10318897,360610125,US,New York Dept. of Environmental Conservation,R2,9.8,-5,40.711601,Tue 11/10/2020 06:00 PM EST,-74.005096,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,,Park Row,NY,Inactive
14444132.3991,3916226.6998,10318898,042202510,,Japan Ministry of Environment,,0,9,33.157489,Wed 11/11/2020 08:00 AM JST,129.753849,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 042202510,,Active
-10467899.3737,4537268.603,10318899,290390001,US,Missouri Department of Natural Resources,R7,294.3,-6,37.70097,Tue 11/10/2020 05:00 PM CST,-94.03474,21,15,15,15,15,15,15,1,PPB,,,ND,-999,0,,2.5,5,5,5,1,UG/M3,5,5,5,El Dorado Springs,ELDOSPGS,MO,Active
15094453.8512,4145726.2522,10318900,027207020,,Japan Ministry of Environment,,0,9,34.866297,Wed 11/11/2020 08:00 AM JST,135.595786,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 027207020,,Active
-9855548.332,3552166.9566,10318901,280590006,US,Mississippi DEQ,R4,0,-6,30.377501,Tue 11/10/2020 05:00 PM CST,-88.533897,,26,26,26,,ND,-999,1,,,,ND,-999,0,,7.2,26,26,26,1,UG/M3,26,26,26,Jackson County|Mississippi Gulf Coast,PASCAGOULA,MS,Active
-13525255.7925,6337829.5812,10318902,000101401,CA,Metro Vancouver,CA,40,-8,49.36972,Tue 11/10/2020 03:00 PM PST,-121.49944,7,24,24,24,6,6,6,1,PPB,,,ND,-999,0,,5.8,24,24,24,1,UG/M3,24,24,24,,Hope,CC,Active
-8717429.324,4462829.1593,10318903,511479991,US,EPA Office of Atmospheric Programs,R3,150.1,-5,37.17,Tue 11/10/2020 06:00 PM EST,-78.31,,21,21,21,21,21,21,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Prince Edward,VA,Active
-8437706.0415,4765483.4774,10318904,240290002,US,Maryland Department of the Environment,R3,22.3,-5,39.305199,Tue 11/10/2020 06:00 PM EST,-75.797203,34,30,30,30,30,30,30,1,PPB,,,ND,-999,0,,0,0,0,0,1,UG/M3,0,0,0,Eastern Shore,Millington,MD,Active
-8530590.5794,4788067.1224,10318905,240051007,US,Maryland Department of the Environment,R3,119.6,-5,39.462002,Tue 11/10/2020 06:00 PM EST,-76.631599,28,31,31,31,21,21,21,1,PPB,,,ND,-999,0,,7,31,31,31,1,UG/M3,31,31,31,Metropolitan Baltimore,Padonia,MD,Active
-8232410.3026,4984798.2117,10318906,360610119,US,New York Dept. of Environmental Conservation,R2,0,-5,40.813,Tue 11/10/2020 06:00 PM EST,-73.953,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,MVILLE,NY,Inactive
15535825.6135,4258338.6038,10318907,013204510,,Japan Ministry of Environment,,0,9,35.692111,Wed 11/11/2020 08:00 AM JST,139.560696,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 013204510,,Active
-9646112.176,4341634.5068,10318908,471650007,US,Tennessee Air Pollution Control Div.,R4,0,-6,36.2975,Tue 11/10/2020 05:00 PM CST,-86.6525,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Nashville,HVILLE,TN,Active
15050427.9945,4050228.5116,10318909,030202160,,Japan Ministry of Environment,,0,9,34.159421,Wed 11/11/2020 08:00 AM JST,135.200295,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 030202160,,Active
-12445374.3553,4026492.7201,10318910,040139508,US,Maricopa County Air Quality Department,R9,1583,-7,33.9828,Tue 11/10/2020 04:00 PM MST,-111.7987,44,39,39,39,39,39,39,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Humboldt Mountain - Tonto N.F.,AZ,Active
-8928967.3033,2974124.9854,10318911,120864002,US,Florida Dept. of Environmental Protection,R4,4.9,-5,25.798333,Tue 11/10/2020 06:00 PM EST,-80.210278,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Miami,Lab Annex,FL,Active
-8230061.4614,4990124.079,10318912,360610115,US,New York Dept. of Environmental Conservation,R2,0,-5,40.8492,Tue 11/10/2020 06:00 PM EST,-73.9319,,44,44,44,,ND,-999,0,,,,ND,-999,0,,,44,44,44,1,,44,44,44,New York City Region,Manhattan/IS143,NY,Active
-12877065.886,4379246.1681,10318913,320037772,US,Clark County Department of Environment and Sustainability ,R9,0,-8,36.569333,Tue 11/10/2020 03:00 PM PST,-115.676651,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Indian Springs,NV,Inactive
-10605285.993,4332189.3481,10318914,400970188,US,Oklahoma Department of Environmental Quality,R6,0,-6,36.229087,Tue 11/10/2020 05:00 PM CST,-95.268905,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Pryor,OK,Inactive
14441658.8801,3916558.9994,10318915,042202520,,Japan Ministry of Environment,,0,9,33.159988,Wed 11/11/2020 08:00 AM JST,129.731629,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 042202520,,Active
-10791723.3196,3949945.2642,10318916,481211032,US,Texas Commission on Environmental Quality,R6,213.5,-6,33.4107,Tue 11/10/2020 05:00 PM CST,-96.9437,36,28,28,28,28,28,28,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Dallas-Fort Worth,Pilot Point C1032,TX,Active
15096216.3727,4142222.1896,10318917,027207030,,Japan Ministry of Environment,,0,9,34.840466,Wed 11/11/2020 08:00 AM JST,135.611619,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 027207030,,Active
-13648089.8374,5700049.2668,10318918,410510080,US,Oregon Dept. of Environmental Quality,R10,75,-8,45.496641,Tue 11/10/2020 03:00 PM PST,-122.602877,27,29,29,29,25,25,25,1,PPB,,,ND,-999,0,,6.7,29,29,29,1,UG/M3,29,29,29,Portland,Portland - SE Lafayette,OR,Active
-9431944.6076,4798266.0803,10318919,390179991,US,EPA Office of Atmospheric Programs,R3,284,-5,39.5327,Tue 11/10/2020 06:00 PM EST,-84.7286,,26,26,26,26,26,26,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Oxford,OH,Active
15025658.8512,4119527.8122,10318920,028111510,,Japan Ministry of Environment,,0,9,34.672973,Wed 11/11/2020 08:00 AM JST,134.97779,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 028111510,,Active
15090559.5615,4101648.1034,10318921,027147010,,Japan Ministry of Environment,,0,9,34.540775,Wed 11/11/2020 08:00 AM JST,135.560803,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 027147010,,Active
-9764756.4893,4580174.5522,10318922,181290003,US,Indiana Dept. of Environmental Management,R5,0,-6,38.0053,Tue 11/10/2020 05:00 PM CST,-87.7183,15,15,15,15,15,15,15,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Evansville,St. Philips,IN,Active
10702756.7826,1900533.2649,10318923,104MMR010001,BM,U.S. Department of State Burma - Rangoon,DSBM,0,6.5,16.8256,Wed 11/11/2020 05:30 AM +0630,96.1445,,91,91,91,,ND,-999,1,,,,ND,-999,0,,,91,91,91,1,,91,91,91,Rangoon,Rangoon,,Active
-8248201.6403,516834.9815,10318924,BG1010001,CO,U.S. Department of State Colombia - Bogota,DSCO,0,-5,4.637735,Tue 11/10/2020 06:00 PM -05,-74.094856,,61,61,61,,ND,-999,0,,,,ND,-999,0,,14,61,61,61,1,UG/M3,61,61,61,Bogota,Bogota,,Active
14998664.8766,4152169.9475,10318925,028201390,,Japan Ministry of Environment,,0,9,34.913777,Wed 11/11/2020 08:00 AM JST,134.735299,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 028201390,,Active
14960263.6597,4130622.5817,10318926,028212010,,Japan Ministry of Environment,,0,9,34.754899,Wed 11/11/2020 08:00 AM JST,134.390335,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 028212010,,Active
-8001492.0452,5290964.5553,10318927,330115001,US,New Hampshire Dept. of Environmental Services,R1,697.8,-5,42.86183,Tue 11/10/2020 06:00 PM EST,-71.878626,39,33,33,33,33,33,33,1,PPB,11.2,10.0,10,10,1,UG/M3,6.7,29,29,29,1,UG/M3,29,29,29,Brentwood,Miller State Park,NH,Active
15576022.525,4216732.2848,10318928,012206010,,Japan Ministry of Environment,,0,9,35.387983,Wed 11/11/2020 08:00 AM JST,139.921791,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 012206010,,Active
15550451.4361,4235672.8423,10318929,014131540,,Japan Ministry of Environment,,0,9,35.526575,Wed 11/11/2020 08:00 AM JST,139.692082,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 014131540,,Active
-9205200.6085,4911097.0748,10318930,390830002,US,Ohio EPA-DAPC,R5,0,-5,40.310025,Tue 11/10/2020 06:00 PM EST,-82.691724,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Columbus,Centerburg,OH,Inactive
15423866.3696,4251067.3768,10318931,019201510,,Japan Ministry of Environment,,0,9,35.639044,Wed 11/11/2020 08:00 AM JST,138.554949,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 019201510,,Active
-10872574.6658,3528562.7058,10318932,484535003,US,Texas Commission on Environmental Quality,R6,152.5,-6,30.1944,Tue 11/10/2020 05:00 PM CST,-97.67,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Austin Bergstrom KAUS C5003,TX,Active
-13485679.8211,4778616.1823,10318933,MMFRA1001,US,Feather River Air Quality Management District,R9,0,-8,39.396425,Tue 11/10/2020 03:00 PM PST,-121.143923,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,MMFRA1001,MM,Active
-9017224.4013,5859536.6392,10318934,000060610,CA,Ontario Ministry of the Environment,CA,0,-5,46.491941,Tue 11/10/2020 06:00 PM EST,-81.003105,24,26,26,26,19,19,19,1,PPB,,,ND,-999,0,,7,26,26,26,1,UG/M3,26,26,26,,Sudbury,CC,Active
-9203846.5182,4906548.5882,10318935,390830003,US,Ohio EPA-DAPC,R5,0,-5,40.27886,Tue 11/10/2020 06:00 PM EST,-82.67956,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Centerburg WTP,OH,Inactive
15051231.9439,4050228.5116,10318936,030202140,,Japan Ministry of Environment,,0,9,34.159421,Wed 11/11/2020 08:00 AM JST,135.207517,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 030202140,,Active
-10383552.7068,5622827.7736,10318937,270530910,US,Minnesota Pollution Control Agency,R5,0,-6,45.008297,Tue 11/10/2020 05:00 PM CST,-93.277041,,12,12,12,,ND,-999,0,,10.0,12.0,12,12,1,UG/M3,,,ND,-999,0,,12,12,12,,Minneapolis-Pacific St,MN,Active
-8152903.2506,5229085.3279,10318938,840250030008,US,Massachusetts Dept. of Environmental Protection,R1,0,-5,42.453035,Tue 11/10/2020 06:00 PM EST,-73.238776,,30,30,30,17,17,17,1,,,,ND,-999,0,,,30,30,30,1,,30,30,30,Pittsfield,PittsfieldES,MA,Active
-10882749.2672,3543924.2272,10318939,484535001,US,Texas Commission on Environmental Quality,R6,183,-6,30.3136,Tue 11/10/2020 05:00 PM CST,-97.7614,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Camp Mabry KATT C5001,TX,Active
-10368954.1575,5614534.3211,10318940,271230050,US,Minnesota Pollution Control Agency,R5,0,-6,44.9556,Tue 11/10/2020 05:00 PM CST,-93.1459,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,St. Paul-University Ave,MN,Inactive
-8231864.8371,4985783.7192,10318941,360610135,US,New York Dept. of Environmental Conservation,R2,0,-5,40.8197,Tue 11/10/2020 06:00 PM EST,-73.9481,,9,9,9,9,9,9,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,New York City Region,CCNY,NY,Active
-9541538.6463,4577391.7755,10318942,210290006,US,Kentucky DEP,R4,0,-5,37.9856,Tue 11/10/2020 06:00 PM EST,-85.7131,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Louisville,SHEPVILL,KY,Active
-8237085.7212,4970277.1877,10318943,360610134,US,New York Dept. of Environmental Conservation,R2,0,-5,40.7142,Tue 11/10/2020 06:00 PM EST,-73.995,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,New York City Region,Division Street,NY,Active
-9002884.0018,4152014.2397,10318944,TT0328801,US,Catawba Indian Nation,R4,0,-5,34.91263,Tue 11/10/2020 06:00 PM EST,-80.874283,21,21,21,21,21,21,21,1,PPB,,,ND,-999,0,,3,18,18,18,1,UG/M3,18,18,18,York/Chester/Lancaster|Union County|Catawba Indian Nation,Catawba Indian Nation,SC,Active
14994429.2813,4143048.8978,10318945,028201380,,Japan Ministry of Environment,,0,9,34.846561,Wed 11/11/2020 08:00 AM JST,134.69725,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 028201380,,Active
-9012737.6692,5856894.7899,10318946,000060609,CA,Ontario Ministry of the Environment,CA,0,-5,46.4756,Tue 11/10/2020 06:00 PM EST,-80.9628,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Sudbury,CC,Inactive
14616572.8582,3856735.756,10318947,045441010,,Japan Ministry of Environment,,0,9,32.708953,Wed 11/11/2020 08:00 AM JST,131.302908,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 045441010,,Active
-10935503.5739,3599106.7391,10318948,480535009,US,Texas Commission on Environmental Quality,R6,396.5,-6,30.7406,Tue 11/10/2020 05:00 PM CST,-98.2353,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Burnet KBMQ C5009,TX,Active
-13524551.1401,4660041.4867,10318949,060670010,US,California Air Resources Board,R9,0,-8,38.56844,Tue 11/10/2020 03:00 PM PST,-121.49311,33,35,35,35,21,21,21,1,PPB,26.7,26.0,26,26,1,UG/M3,10,35,35,35,1,UG/M3,35,35,35,Sacramento,Downtown Sacramento - T Street,CA,Active
-13516505.8579,4622260.4036,10318950,060670011,US,Sacramento Metro. AQMD,R9,6.4,-8,38.302591,Tue 11/10/2020 03:00 PM PST,-121.420838,,28,28,28,28,28,28,1,,,,ND,-999,0,,6,28,28,28,1,UG/M3,28,28,28,Elk Grove,Elk Grove,CA,Active
15657241.8934,4383509.8431,10318951,008202020,,Japan Ministry of Environment,,0,9,36.600088,Wed 11/11/2020 08:00 AM JST,140.651397,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 008202020,,Active
-9202253.6476,3228112.5486,10318952,121030027,US,Florida Dept. of Environmental Protection,R4,4.6,-5,27.834409,Tue 11/10/2020 06:00 PM EST,-82.665251,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Sawgrass Lake Park,FL,Active
-13526058.406,4671762.4167,10318953,060670014,US,Sacramento Metro. AQMD,R9,4,-8,38.650716,Tue 11/10/2020 03:00 PM PST,-121.50665,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Natomas,Natomas - Goldenland Court,CA,Inactive
-13525733.1304,4663585.5807,10318954,060670015,US,Sacramento Metro. AQMD,R9,0,-8,38.593328,Tue 11/10/2020 03:00 PM PST,-121.503728,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Bercut Dr,CA,Active
-13487965.6555,4676408.5807,10318955,060670012,US,Sacramento Metro. AQMD,R9,101.6,-8,38.683304,Tue 11/10/2020 03:00 PM PST,-121.164457,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Folsom,Folsom,CA,Active
-8334813.1022,4911458.3874,10318956,340219991,US,EPA Office of Atmospheric Programs,R3,61,-5,40.3125,Tue 11/10/2020 06:00 PM EST,-74.8729,,31,31,31,31,31,31,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Wash. Crossing,NJ,Active
-10363677.6136,5613763.5464,10318957,271230868,US,Minnesota Pollution Control Agency,R5,0,-6,44.9507,Tue 11/10/2020 05:00 PM CST,-93.0985,,8,8,8,,ND,-999,0,,9.0,8.0,8,8,1,UG/M3,,,ND,-999,0,,8,8,8,,St. Paul - Downtown,MN,Active
14890757.4395,4109716.9433,10318958,033202520,,Japan Ministry of Environment,,0,9,34.60046,Wed 11/11/2020 08:00 AM JST,133.76595,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 033202520,,Active
15663919.9497,4399466.2585,10318959,008214010,,Japan Ministry of Environment,,0,9,36.715077,Wed 11/11/2020 08:00 AM JST,140.711387,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 008214010,,Active
-9420623.4154,4134701.7521,10318960,132130003,US,Georgia Department of Natural Resources,R4,0,-5,34.785,Tue 11/10/2020 06:00 PM EST,-84.6269,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Dalton,Fort Mountain,GA,Active
-8932721.2192,4905109.9721,10318961,421255200,US,Pennsylvania Dept. of Environmental Protection,R3,370,-5,40.269,Tue 11/10/2020 06:00 PM EST,-80.244,25,25,25,25,25,25,25,1,PPB,,,ND,-999,0,,4.6,19,19,19,1,UG/M3,19,19,19,,Houston,PA,Active
-13452136.6981,4213784.2293,10318962,060799999,US,San Luis Obispo County APCD,R9,550.2,-8,35.36639,Tue 11/10/2020 03:00 PM PST,-120.8426,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Morro Bay,Morro Bay (Temporary PM2.5),CA,Active
14944156.9539,4068175.6253,10318963,037206010,,Japan Ministry of Environment,,0,9,34.292723,Wed 11/11/2020 08:00 AM JST,134.245646,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 037206010,,Active
15573933.1695,4699747.8257,10318964,006422010,,Japan Ministry of Environment,,0,9,38.84678,Wed 11/11/2020 08:00 AM JST,139.903022,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 006422010,,Active
15149464.604,4014714.4725,10318965,024212010,,Japan Ministry of Environment,,0,9,33.89502,Wed 11/11/2020 08:00 AM JST,136.089956,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 024212010,,Active
-10604016.3942,3469390.8235,10318966,482011035,US,Texas Commission on Environmental Quality,R6,6.1,-6,29.7339,Tue 11/10/2020 05:00 PM CST,-95.2575,26,55,55,55,26,26,26,1,PPB,,,ND,-999,0,,12.6,55,55,55,1,UG/M3,55,55,55,Houston-Galveston-Brazoria,Clinton C403,TX,Active
15079119.9253,4088780.6243,10318967,027219040,,Japan Ministry of Environment,,0,9,34.445506,Wed 11/11/2020 08:00 AM JST,135.458039,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 027219040,,Active
-8615638.7816,5488730.9916,10318968,000065401,CA,Ontario Ministry of the Environment,CA,0,-5,44.1503,Tue 11/10/2020 06:00 PM EST,-77.3956,36,32,32,32,32,32,32,1,PPB,,,ND,-999,0,,9,32,32,32,1,UG/M3,32,32,32,,Belleville,CC,Active
15515044.7136,4340075.3674,10318969,010205510,,Japan Ministry of Environment,,0,9,36.286211,Wed 11/11/2020 08:00 AM JST,139.374018,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 010205510,,Active
-10589657.0705,3461204.7608,10318970,482011039,US,Texas Commission on Environmental Quality,R6,6.1,-6,29.670025,Tue 11/10/2020 05:00 PM CST,-95.128508,34,28,28,28,28,28,28,1,PPB,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Houston-Galveston-Brazoria,Houston Deer Park C35,TX,Active
-10356675.6176,5615132.1101,10318971,271230871,US,Minnesota Pollution Control Agency,R5,0,-6,44.9594,Tue 11/10/2020 05:00 PM CST,-93.0356,,1,1,1,,ND,-999,0,,,,ND,-999,0,,0,1,1,1,1,UG/M3,1,1,1,Minneapolis-St. Paul,St. Paul-Harding H.S.,MN,Active
-9210574.6682,3221994.8129,10318972,121030018,US,Florida Dept. of Environmental Protection,R4,0,-5,27.7858,Tue 11/10/2020 06:00 PM EST,-82.74,26,25,25,25,24,24,24,1,PPB,,,ND,-999,0,,6.4,25,25,25,1,UG/M3,25,25,25,St. Petersburg,Azalea,FL,Active
-8409705.0708,4581386.0705,10318973,840240476432,US,Maryland Department of the Environment,R3,0,-5,38.013875,Tue 11/10/2020 06:00 PM EST,-75.545666,,18,18,18,,ND,-999,0,,11.5,11.0,11,11,1,UG/M3,4.9,18,18,18,1,UG/M3,18,18,18,,Pocomoke City,MD,Active
-8177930.5438,5278833.5036,10318974,360830004,US,New York Dept. of Environmental Conservation,R2,0,-5,42.7819,Tue 11/10/2020 06:00 PM EST,-73.4636,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Grafton Lake,NY,Inactive
14494745.5867,3970348.8049,10318975,040222010,,Japan Ministry of Environment,,0,9,33.563564,Wed 11/11/2020 08:00 AM JST,130.208515,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 040222010,,Active
14889675.3027,4106824.9599,10318976,033202530,,Japan Ministry of Environment,,0,9,34.579073,Wed 11/11/2020 08:00 AM JST,133.756229,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 033202530,,Active
-8347310.4962,4873817.387,10318977,421010075,US,Philadelphia Air Management Services,R3,0,-5,40.054171,Tue 11/10/2020 06:00 PM EST,-74.985166,,21,21,21,,ND,-999,0,,,,ND,-999,0,,5,21,21,21,1,UG/M3,21,21,21,Philadelphia,TOR,PA,Active
-8372027.7646,4864320.9618,10318978,421010076,US,Philadelphia Air Management Services,R3,0,-5,39.988842,Tue 11/10/2020 06:00 PM EST,-75.207205,,23,23,23,,ND,-999,0,,,,ND,-999,0,,5.4,23,23,23,1,UG/M3,23,23,23,Philadelphia,MON,PA,Active
14894377.8833,4032416.0886,10318979,036483010,,Japan Ministry of Environment,,0,9,34.026911,Wed 11/11/2020 08:00 AM JST,133.798473,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 036483010,,Active
-13034522.7416,7007544.5406,10318980,000091701,CA,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,0,-7,53.1325,Tue 11/10/2020 04:00 PM MST,-117.09111,,30,30,30,30,30,30,1,,,,ND,-999,1,,,3,3,3,1,,3,3,3,,Steeper,CC,Active
-13002806.7055,5844230.8822,10318981,840TT1820013,US,Nez Perce Tribe,R10,0,-8,46.3972,Tue 11/10/2020 03:00 PM PST,-116.8062,,17,17,17,,ND,-999,0,,,,ND,-999,0,,5,17,17,17,1,UG/M3,17,17,17,Lapwai - Nez Perce Reservation|Nez Perce Reservation,Lapwai,,Active
-10599908.705,3473775.9535,10318982,482011034,US,Texas Commission on Environmental Quality,R6,6.1,-6,29.7681,Tue 11/10/2020 05:00 PM CST,-95.2206,24,52,52,52,24,24,24,1,PPB,,,ND,-999,0,,,52,52,52,1,,52,52,52,Houston-Galveston-Brazoria,Houston East C1,TX,Active
-10394112.3624,3521983.0534,10318983,220190002,US,Louisiana Department of Environmental Quality,R6,0,-6,30.1433,Tue 11/10/2020 05:00 PM CST,-93.3719,,30,30,30,30,30,30,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Lake Charles,Carlyss,LA,Active
-9210140.5222,3245330.6492,10318984,121030004,US,Florida Dept. of Environmental Protection,R4,0,-5,27.9711,Tue 11/10/2020 06:00 PM EST,-82.7361,29,26,26,26,26,26,26,1,PPB,,,ND,-999,0,,6.1,24,24,24,1,UG/M3,24,24,24,St. Petersburg,St. Petersburg College,FL,Active
-9393261.0846,5947788.8356,10318985,000064101,CA,Canadian Air and Precipitation Monitoring Network,CA,411.1,-5,47.035,Tue 11/10/2020 06:00 PM EST,-84.3811,19,18,18,18,18,18,18,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Algoma,CC,Active
-10061018.5085,4616701.6635,10318986,290990027,US,Missouri Department of Natural Resources,R7,142.7,-6,38.263394,Tue 11/10/2020 05:00 PM CST,-90.379667,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,"Herculaneum, Mott Street",MO,Active
-13134431.0941,6087777.5769,10318987,530650002,US,Washington Department of Ecology,R10,743.3,-8,47.885201,Tue 11/10/2020 03:00 PM PST,-117.988602,,23,23,23,,ND,-999,0,,,,ND,-999,0,,5.6,23,23,23,1,UG/M3,23,23,23,Spokane Tribe of Spokane Reservation,Wellpinit-Spokane Tribe,WA,Active
-8934802.8937,4275126.7866,10318988,370570002,US,North Carolina DEQ - Division of Air Quality,R4,241,-5,35.8145,Tue 11/10/2020 06:00 PM EST,-80.2627,,16,16,16,,ND,-999,0,,,,ND,-999,0,,5,16,16,16,1,UG/M3,16,16,16,,LWATTOWR,NC,Active
